time,rms,peak
0.0,0.012961288914084435,0.03173828125
0.1,0.013752523809671402,0.03326416015625
0.2,0.012468293309211731,0.0284423828125
0.3,0.011427080258727074,0.027984619140625
0.4,0.024991372600197792,0.0616455078125
0.5,0.018678708001971245,0.047515869140625
0.6,0.013027663342654705,0.036529541015625
0.7,0.009608745574951172,0.026397705078125
0.8,0.028070535510778427,0.083526611328125
0.9,0.028973788022994995,0.064605712890625
1.0,0.023281967267394066,0.05584716796875
1.1,0.01865890435874462,0.0421142578125
1.2,0.022442474961280823,0.093109130859375
1.3,0.03764242306351662,0.090911865234375
1.4,0.03200927749276161,0.073822021484375
1.5,0.023826437070965767,0.0577392578125
1.6,0.17121580243110657,0.88079833984375
1.7,0.023021144792437553,0.0841064453125
1.8,0.011019764468073845,0.0328369140625
1.9,0.010118477046489716,0.02642822265625
2.0,0.2111697643995285,0.537506103515625
2.1,0.1469559520483017,0.528167724609375
2.2,0.055127013474702835,0.2357177734375
2.3,0.07988846302032471,0.271453857421875
2.4,0.07778821885585785,0.3165283203125
2.5,0.15139302611351013,0.425445556640625
2.6,0.13921353220939636,0.370361328125
2.7,0.11859340220689774,0.48388671875
2.8,0.03544232249259949,0.190185546875
2.9,0.012120296247303486,0.040618896484375
3.0,0.16191427409648895,0.56390380859375
3.1,0.2026730477809906,0.5535888671875
3.2,0.07379782944917679,0.189849853515625
3.3,0.0178053081035614,0.060272216796875
3.4,0.015944775193929672,0.068634033203125
3.5,0.10884125530719757,0.249786376953125
3.6,0.15867237746715546,0.3328857421875
3.7,0.11937522143125534,0.291046142578125
3.8,0.13378065824508667,0.359344482421875
3.9,0.08220762759447098,0.28485107421875
4.0,0.009901256300508976,0.03253173828125
4.1,0.00680889468640089,0.018951416015625
4.2,0.0342089869081974,0.09173583984375
4.3,0.029753414914011955,0.0848388671875
4.4,0.02487339824438095,0.060699462890625
4.5,0.01989792287349701,0.05078125
4.6,0.023948263376951218,0.0848388671875
4.7,0.03236021474003792,0.10357666015625
4.8,0.023914387449622154,0.074310302734375
4.9,0.019640453159809113,0.055206298828125
5.0,0.1379757523536682,0.518096923828125
5.1,0.04879933223128319,0.251953125
5.2,0.021395105868577957,0.06805419921875
5.3,0.0178085807710886,0.05621337890625
5.4,0.01530766487121582,0.037872314453125
5.5,0.015746083110570908,0.047119140625
5.6,0.01930241659283638,0.063751220703125
5.7,0.014777795411646366,0.048187255859375
5.8,0.011366874910891056,0.03131103515625
5.9,0.009967598132789135,0.029327392578125
6.0,0.023319657891988754,0.261688232421875
6.1,0.009752923622727394,0.033477783203125
6.2,0.0095507288351655,0.0347900390625
6.3,0.016898639500141144,0.051788330078125
6.4,0.01564190164208412,0.04437255859375
6.5,0.01769246906042099,0.10845947265625
6.6,0.14593137800693512,0.463409423828125
6.7,0.18185411393642426,0.55010986328125
6.8,0.18537208437919617,0.4315185546875
6.9,0.17320016026496887,0.503753662109375
7.0,0.17752304673194885,0.566436767578125
7.1,0.18111547827720642,0.564483642578125
7.2,0.09098253399133682,0.337677001953125
7.3,0.1746606081724167,0.55755615234375
7.4,0.031983304768800735,0.142730712890625
7.5,0.014614286832511425,0.04156494140625
7.6,0.0200803205370903,0.09185791015625
7.7,0.03224492818117142,0.273681640625
7.8,0.024185335263609886,0.234588623046875
7.9,0.01757793314754963,0.100830078125
8.0,0.018606116995215416,0.10601806640625
8.1,0.07943848520517349,0.185577392578125
8.2,0.07100614160299301,0.16156005859375
8.3,0.05603998154401779,0.138763427734375
8.4,0.04509872943162918,0.097198486328125
8.5,0.03751080855727196,0.089752197265625
8.6,0.032799553126096725,0.0701904296875
8.7,0.02762724831700325,0.062835693359375
8.8,0.02294115722179413,0.05126953125
8.9,0.04230521246790886,0.10333251953125
9.0,0.038680270314216614,0.09405517578125
9.1,0.03204670548439026,0.085968017578125
9.2,0.024603495374321938,0.061126708984375
9.3,0.0298006534576416,0.088836669921875
9.4,0.034934356808662415,0.0933837890625
9.5,0.026699695736169815,0.069854736328125
9.6,0.02170109748840332,0.055816650390625
9.7,0.08511792868375778,0.34136962890625
9.8,0.09241113811731339,0.282196044921875
9.9,0.11727219074964523,0.277435302734375
10.0,0.11912216991186142,0.31256103515625
10.1,0.159738227725029,0.451416015625
10.2,0.07684991508722305,0.247467041015625
10.3,0.03967992216348648,0.146484375
10.4,0.025015559047460556,0.06048583984375
10.5,0.023553257808089256,0.061614990234375
10.6,0.02553204633295536,0.0548095703125
10.7,0.022990738973021507,0.051544189453125
10.8,0.01973716728389263,0.042938232421875
10.9,0.01791265420615673,0.04827880859375
11.0,0.018306270241737366,0.046142578125
11.1,0.017823360860347748,0.046844482421875
11.2,0.015204740688204765,0.046295166015625
11.3,0.01294735912233591,0.041748046875
11.4,0.03582407906651497,0.116302490234375
11.5,0.042190972715616226,0.106201171875
11.6,0.0363970510661602,0.085662841796875
11.7,0.027831215411424637,0.07220458984375
11.8,0.021959800273180008,0.05926513671875
11.9,0.028085926547646523,0.08294677734375
12.0,0.024798056110739708,0.06719970703125
12.1,0.023448225110769272,0.06744384765625
12.2,0.031224001199007034,0.0877685546875
12.3,0.03104429319500923,0.092559814453125
12.4,0.027634460479021072,0.068023681640625
12.5,0.024209972470998764,0.0548095703125
12.6,0.02072952315211296,0.044830322265625
12.7,0.018424298614263535,0.039794921875
12.8,0.017218494787812233,0.040740966796875
12.9,0.015131172724068165,0.03521728515625
13.0,0.0106588089838624,0.044464111328125
