time,rms,peak
0.0,0.00540552195161581,0.01904296875
0.1,0.026762614026665688,0.087066650390625
0.2,0.04574570432305336,0.08319091796875
0.3,0.03758193552494049,0.072967529296875
0.4,0.03034629113972187,0.06195068359375
0.5,0.025405902415513992,0.055389404296875
0.6,0.021406859159469604,0.051666259765625
0.7,0.019740458577871323,0.04595947265625
0.8,0.01778973452746868,0.042022705078125
0.9,0.015672244131565094,0.040985107421875
1.0,0.014261564239859581,0.034454345703125
1.1,0.013165518641471863,0.03216552734375
1.2,0.01245404127985239,0.03021240234375
1.3,0.012696566991508007,0.02972412109375
1.4,0.012444611638784409,0.02880859375
1.5,0.012591597624123096,0.036041259765625
1.6,0.013258795253932476,0.030731201171875
1.7,0.012576879002153873,0.0281982421875
1.8,0.0119803911074996,0.028472900390625
1.9,0.01146650779992342,0.02740478515625
2.0,0.011189296841621399,0.02923583984375
2.1,0.010942047461867332,0.02685546875
2.2,0.010248858481645584,0.023529052734375
2.3,0.010350296273827553,0.0277099609375
2.4,0.009707796387374401,0.023345947265625
2.5,0.009801400825381279,0.027008056640625
2.6,0.025312243029475212,0.1197509765625
2.7,0.06730140745639801,0.1519775390625
2.8,0.06471438705921173,0.136077880859375
2.9,0.05281879007816315,0.11138916015625
3.0,0.043261803686618805,0.0953369140625
3.1,0.033776454627513885,0.078094482421875
3.2,0.025440137833356857,0.06988525390625
3.3,0.020131153985857964,0.047515869140625
3.4,0.017895104363560677,0.045379638671875
3.5,0.01665094494819641,0.045745849609375
3.6,0.016111455857753754,0.038848876953125
3.7,0.015106753446161747,0.03631591796875
3.8,0.013713669031858444,0.032867431640625
3.9,0.01277491170912981,0.033721923828125
4.0,0.01266007125377655,0.035675048828125
4.1,0.012202724814414978,0.03558349609375
4.2,0.011826930567622185,0.033355712890625
4.3,0.011249026283621788,0.030242919921875
4.4,0.010175488889217377,0.03167724609375
4.5,0.010301078669726849,0.029144287109375
4.6,0.009758401662111282,0.02783203125
4.7,0.009972698986530304,0.0294189453125
4.8,0.00952169019728899,0.0306396484375
4.9,0.01035077590495348,0.03240966796875
5.0,0.007941439747810364,0.041046142578125
5.1,0.0,0.0
