time,motion
0.0,0.0
0.2,0.04872956499457359
0.4,0.059712670743465424
0.6,0.05556412786245346
0.8,0.05045541375875473
1.0,0.03902028128504753
1.2,0.022675681859254837
1.4,0.027654048055410385
1.6,0.027903683483600616
1.8,0.03084082528948784
2.0,0.03023477829992771
2.2,0.023222031071782112
2.4,0.027220508083701134
2.6,0.02432410418987274
2.8,0.029502857476472855
3.0,0.023174673318862915
3.2,0.02607094869017601
3.4,0.02863243781030178
3.6,0.021501662209630013
3.8,0.025083227083086967
4.0,0.026820536702871323
4.2,0.018773166462779045
4.4,0.021694565191864967
4.6,0.019842760637402534
4.8,0.01865042932331562
