time,rms,peak
0.0,0.03231051191687584,0.074859619140625
0.1,0.026537487283349037,0.057769775390625
0.2,0.07153195142745972,0.299041748046875
0.3,0.07765505462884903,0.199798583984375
0.4,0.047667913138866425,0.132049560546875
0.5,0.03214610368013382,0.077606201171875
0.6,0.03836026415228844,0.223876953125
0.7,0.12625128030776978,0.326812744140625
0.8,0.07122031599283218,0.2208251953125
0.9,0.05191994085907936,0.1513671875
1.0,0.03707661107182503,0.097137451171875
1.1,0.13719512522220612,0.64111328125
1.2,0.1543559432029724,0.42047119140625
1.3,0.13457126915454865,0.36895751953125
1.4,0.11698202788829803,0.34332275390625
1.5,0.1378428190946579,0.45355224609375
1.6,0.15760356187820435,0.386871337890625
1.7,0.12487994134426117,0.293853759765625
1.8,0.10841280966997147,0.26019287109375
1.9,0.08900953084230423,0.57122802734375
2.0,0.15167705714702606,0.3984375
2.1,0.13368016481399536,0.410858154296875
2.2,0.10988234728574753,0.302001953125
2.3,0.08746024966239929,0.25445556640625
2.4,0.06805740296840668,0.176971435546875
2.5,0.06533608585596085,0.355072021484375
2.6,0.04177732393145561,0.146728515625
2.7,0.032924387603998184,0.09735107421875
2.8,0.08968880772590637,0.299224853515625
2.9,0.10634994506835938,0.312042236328125
3.0,0.0913173109292984,0.21673583984375
3.1,0.07420395314693451,0.1865234375
3.2,0.10861306637525558,0.442657470703125
3.3,0.14797824621200562,0.4779052734375
3.4,0.10906413942575455,0.276275634765625
3.5,0.09523271024227142,0.235687255859375
3.6,0.09561516344547272,0.3883056640625
3.7,0.1640666127204895,0.4739990234375
3.8,0.12825509905815125,0.397491455078125
3.9,0.09819615632295609,0.295196533203125
4.0,0.08936859667301178,0.221832275390625
4.1,0.10038653016090393,0.263519287109375
4.2,0.06711746007204056,0.2139892578125
4.3,0.06407216191291809,0.18060302734375
4.4,0.053150080144405365,0.1287841796875
4.5,0.09852606803178787,0.4285888671875
4.6,0.0875813439488411,0.270050048828125
4.7,0.06917846202850342,0.248687744140625
4.8,0.06502571702003479,0.23175048828125
4.9,0.06837108731269836,0.24749755859375
5.0,0.17736075818538666,0.483642578125
5.1,0.2177542746067047,0.633514404296875
5.2,0.22711795568466187,0.55889892578125
5.3,0.3163973391056061,0.763824462890625
5.4,0.17872311174869537,0.5643310546875
5.5,0.11875907331705093,0.38360595703125
5.6,0.1432378888130188,0.4583740234375
5.7,0.18334834277629852,0.390167236328125
