time,rms,peak
10.1,0.16909345984458923,0.459686279296875
10.2,0.1829020380973816,0.403900146484375
10.3,0.07527557760477066,0.296539306640625
10.4,0.02235734462738037,0.077484130859375
10.5,0.031941939145326614,0.095123291015625
10.6,0.03392339125275612,0.087615966796875
10.7,0.032910026609897614,0.1021728515625
10.8,0.03060835413634777,0.0947265625
10.9,0.026560796424746513,0.068603515625
11.0,0.040955767035484314,0.120880126953125
11.1,0.03862027823925018,0.099822998046875
11.2,0.035214345902204514,0.09222412109375
11.3,0.02835140749812126,0.0809326171875
11.4,0.02834477089345455,0.071319580078125
11.5,0.0253772996366024,0.077728271484375
11.6,0.03431977331638336,0.1064453125
11.7,0.03300246596336365,0.0977783203125
11.8,0.02964351512491703,0.080230712890625
11.9,0.023073848336935043,0.07171630859375
12.0,0.021403849124908447,0.067718505859375
12.1,0.021792592480778694,0.06463623046875
12.2,0.06681398302316666,0.13720703125
12.3,0.061387546360492706,0.1326904296875
12.4,0.04471893608570099,0.102813720703125
12.5,0.030576376244425774,0.077423095703125
12.6,0.019076872617006302,0.053802490234375
12.7,0.021865179762244225,0.06903076171875
12.8,0.07452275604009628,0.18524169921875
12.9,0.06605019420385361,0.158782958984375
13.0,0.05159923434257507,0.124053955078125
13.1,0.04170943796634674,0.102996826171875
13.2,0.03751315176486969,0.094940185546875
13.3,0.033016856759786606,0.08648681640625
13.4,0.026958098635077477,0.07861328125
13.5,0.03597722575068474,0.11871337890625
13.6,0.0478343702852726,0.129180908203125
13.7,0.03802347183227539,0.108306884765625
13.8,0.03146455064415932,0.098419189453125
13.9,0.024737123399972916,0.06195068359375
14.0,0.01878850720822811,0.047882080078125
14.1,0.017104659229516983,0.048675537109375
14.2,0.014760395511984825,0.03924560546875
14.3,0.024682139977812767,0.10687255859375
14.4,0.03530154749751091,0.1015625
14.5,0.0320349782705307,0.077484130859375
14.6,0.03070053644478321,0.0716552734375
14.7,0.03278873860836029,0.1160888671875
14.8,0.056968435645103455,0.148895263671875
14.9,0.04885376617312431,0.121917724609375
15.0,0.03243134543299675,0.128143310546875
15.1,7.818522135494277e-06,3.0517578125e-05
